monthly_revenue,average_balance,daily_transaction_spikes,shop_type,merchant_category,is_approved
24636.0,24000.0,2,30000.0,2,1
24637.5,160000.0,2,200000.0,2,0
24639.0,136000.0,2,170000.0,2,0
24640.5,64000.0,2,80000.0,2,0
24642.0,400000.0,2,500000.0,2,0
24643.5,40000.0,2,50000.0,2,0
24645.0,72000.0,2,90000.0,2,0
24646.5,280000.0,2,350000.0,2,0
24648.0,88000.0,2,110000.0,2,0
24649.5,96000.0,2,120000.0,2,1
24651.0,24000.0,2,30000.0,2,1
24652.5,24000.0,2,30000.0,2,1
24654.0,200000.0,2,250000.0,2,0
24655.5,40000.0,2,50000.0,2,0
24657.0,128000.0,2,160000.0,2,0
24658.5,112000.0,2,140000.0,2,1
24660.0,64000.0,2,80000.0,2,1
24661.5,8000.0,2,10000.0,2,1
24663.0,240000.0,2,300000.0,2,0
24664.5,72000.0,2,90000.0,2,0
24666.0,16000.0,2,20000.0,2,0
24667.5,24000.0,2,30000.0,2,0
24669.0,64000.0,2,80000.0,2,0
24670.5,16000.0,2,20000.0,2,1
24672.0,16000.0,2,20000.0,2,0
24673.5,40000.0,2,50000.0,2,1
24675.0,96000.0,2,120000.0,2,0
24676.5,24000.0,2,30000.0,2,0
24678.0,24000.0,2,30000.0,2,1
24679.5,64000.0,2,80000.0,2,0
24681.0,40000.0,2,50000.0,2,0
24682.5,64000.0,2,80000.0,2,1
24684.0,80000.0,2,100000.0,2,0
24685.5,24000.0,2,30000.0,2,1
24687.0,104000.0,2,130000.0,2,0
24688.5,16000.0,2,20000.0,2,0
24690.0,64000.0,2,80000.0,2,1
24691.5,80000.0,2,100000.0,2,0
24693.0,16000.0,2,20000.0,2,1
24694.5,96000.0,2,120000.0,2,0
24696.0,40000.0,2,50000.0,2,1
24697.5,64000.0,2,80000.0,2,0
24699.0,72000.0,2,90000.0,2,0
24700.5,48000.0,2,60000.0,2,0
24702.0,80000.0,2,100000.0,2,1
24703.5,40000.0,2,50000.0,2,0
24705.0,24000.0,2,30000.0,2,1
24706.5,192000.0,2,240000.0,2,0
24708.0,160000.0,2,200000.0,2,0
24709.5,104000.0,2,130000.0,2,0
24711.0,88000.0,2,110000.0,2,0
24712.5,40000.0,2,50000.0,2,0
24714.0,16000.0,2,20000.0,2,1
24715.5,40000.0,2,50000.0,2,0
24717.0,64000.0,2,80000.0,2,1
24718.5,16000.0,2,20000.0,2,1
24720.0,16000.0,2,20000.0,2,1
24721.5,24000.0,2,30000.0,2,1
24723.0,192000.0,2,240000.0,2,0
24724.5,40000.0,2,50000.0,2,1
24726.0,64000.0,2,80000.0,2,0
24727.5,144000.0,2,180000.0,2,1
24729.0,192000.0,2,240000.0,2,0
24730.5,96000.0,2,120000.0,2,0
24732.0,16000.0,1,20000.0,1,1
24733.5,80000.0,1,100000.0,1,0
24735.0,24000.0,1,30000.0,1,1
24736.5,24000.0,1,30000.0,1,1
24738.0,40000.0,1,50000.0,1,0
24739.5,80000.0,1,100000.0,1,0
24741.0,64000.0,1,80000.0,1,0
24742.5,48000.0,2,60000.0,2,0
24744.0,96000.0,1,120000.0,1,1
24745.5,16000.0,1,20000.0,1,0
24747.0,16000.0,1,20000.0,1,0
24748.5,40000.0,1,50000.0,1,0
24750.0,40000.0,1,50000.0,1,0
24751.5,40000.0,1,50000.0,1,1
24753.0,8000.0,1,10000.0,1,0
24754.5,16000.0,1,20000.0,1,1
24756.0,24000.0,1,30000.0,1,0
24757.5,8000.0,1,10000.0,1,0
24759.0,8000.0,1,10000.0,1,1
24760.5,120000.0,1,150000.0,1,1
24762.0,64000.0,1,80000.0,1,1
24763.5,16000.0,1,20000.0,1,0
24765.0,96000.0,1,120000.0,1,1
24766.5,32000.0,1,40000.0,1,0
24768.0,16000.0,1,20000.0,1,1
24769.5,80000.0,1,100000.0,1,1
24771.0,128000.0,1,160000.0,1,0
24772.5,16000.0,1,20000.0,1,1
24774.0,48000.0,1,60000.0,1,1
24775.5,120000.0,1,150000.0,1,0
24777.0,32000.0,1,40000.0,1,1
24778.5,24000.0,1,30000.0,1,0
24780.0,336000.0,1,420000.0,1,1
24781.5,16000.0,1,20000.0,1,0
24783.0,40000.0,1,50000.0,1,1
24784.5,16000.0,1,20000.0,1,0
24786.0,16000.0,1,20000.0,1,0
24787.5,16000.0,1,20000.0,1,0
24789.0,240000.0,1,300000.0,1,0
24790.5,24000.0,1,30000.0,1,0
24792.0,112000.0,1,140000.0,1,0
24793.5,16000.0,1,20000.0,1,0
24795.0,312000.0,1,390000.0,1,0
24796.5,40000.0,1,50000.0,1,0
24798.0,40000.0,1,50000.0,1,0
24799.5,40000.0,1,50000.0,1,0
24801.0,256000.0,1,320000.0,1,0
24802.5,224000.0,1,280000.0,1,0
24804.0,40000.0,1,50000.0,1,1
24805.5,400000.0,1,500000.0,1,0
24807.0,160000.0,1,200000.0,1,0
24808.5,40000.0,1,50000.0,1,0
24810.0,240000.0,1,300000.0,1,0
24811.5,24000.0,1,30000.0,1,0
24813.0,40000.0,1,50000.0,1,1
24814.5,8000.0,1,10000.0,1,1
24816.0,16000.0,1,20000.0,1,1
24817.5,40000.0,1,50000.0,1,0
24819.0,24000.0,1,30000.0,1,0
24820.5,80000.0,1,100000.0,1,1
24822.0,104000.0,1,130000.0,1,0
24823.5,16000.0,1,20000.0,1,0
24825.0,120000.0,1,150000.0,1,0
24826.5,176000.0,1,220000.0,1,0
24828.0,80000.0,1,100000.0,1,0
24829.5,104000.0,1,130000.0,1,1
24831.0,32000.0,1,40000.0,1,0
24832.5,8000.0,1,10000.0,1,1
24834.0,232000.0,1,290000.0,1,0
24835.5,144000.0,1,180000.0,1,0
24837.0,224000.0,1,280000.0,1,0
24838.5,24000.0,1,30000.0,1,1
24840.0,248000.0,1,310000.0,1,1
24841.5,56000.0,1,70000.0,1,0
24843.0,96000.0,1,120000.0,1,1
24844.5,192000.0,1,240000.0,1,0
24846.0,40000.0,1,50000.0,1,0
24847.5,256000.0,1,320000.0,1,0
24849.0,64000.0,1,80000.0,1,0
24850.5,16000.0,1,20000.0,1,1
24852.0,64000.0,1,80000.0,1,0
24853.5,288000.0,1,360000.0,1,0
24855.0,40000.0,1,50000.0,1,0
24856.5,16000.0,1,20000.0,1,1
24858.0,8000.0,1,10000.0,1,0
24859.5,80000.0,1,100000.0,1,0
24861.0,40000.0,1,50000.0,1,0
24862.5,24000.0,1,30000.0,1,0
24864.0,16000.0,1,20000.0,1,0
24865.5,56000.0,1,70000.0,1,0
24867.0,392000.0,1,490000.0,1,0
24868.5,24000.0,1,30000.0,1,1
24870.0,16000.0,1,20000.0,1,0
24871.5,232000.0,1,290000.0,1,0
24873.0,16000.0,1,20000.0,1,0
24874.5,144000.0,1,180000.0,1,1
24876.0,80000.0,1,100000.0,1,0
24877.5,24000.0,1,30000.0,1,1
24879.0,376000.0,1,470000.0,1,0
24880.5,160000.0,1,200000.0,1,0
24882.0,320000.0,1,400000.0,1,0
24883.5,320000.0,1,400000.0,1,0
24885.0,40000.0,1,50000.0,1,0
24886.5,56000.0,1,70000.0,1,0
24888.0,64000.0,1,80000.0,1,0
24889.5,56000.0,1,70000.0,1,1
24891.0,16000.0,1,20000.0,1,0
24892.5,8000.0,1,10000.0,1,1
24894.0,344000.0,1,430000.0,1,1
24895.5,32000.0,1,40000.0,1,0
24897.0,360000.0,1,450000.0,1,0
24898.5,8000.0,1,10000.0,1,1
24900.0,8000.0,1,10000.0,1,0
24901.5,8000.0,1,10000.0,1,0
24903.0,64000.0,1,80000.0,1,0
24904.5,64000.0,1,80000.0,1,1
24906.0,192000.0,1,240000.0,1,0
24907.5,224000.0,1,280000.0,1,0
24909.0,40000.0,1,50000.0,1,0
24910.5,64000.0,1,80000.0,1,0
24912.0,16000.0,1,20000.0,1,0
24913.5,72000.0,1,90000.0,1,1
24915.0,160000.0,1,200000.0,1,0
24916.5,288000.0,1,360000.0,1,0
24918.0,40000.0,1,50000.0,1,0
24919.5,104000.0,1,130000.0,1,1
24921.0,64000.0,1,80000.0,1,0
24922.5,160000.0,1,200000.0,1,1
24924.0,120000.0,1,150000.0,1,0
24925.5,296000.0,1,370000.0,1,0
24927.0,248000.0,1,310000.0,1,0
24928.5,192000.0,1,240000.0,1,0
24930.0,256000.0,1,320000.0,1,0
24931.5,40000.0,1,50000.0,1,0
24933.0,40000.0,1,50000.0,1,0
24934.5,40000.0,1,50000.0,1,1
24936.0,64000.0,1,80000.0,1,0
24937.5,336000.0,1,420000.0,1,0
24939.0,40000.0,1,50000.0,1,1
24940.5,120000.0,1,150000.0,1,1
24942.0,104000.0,1,130000.0,1,1
24943.5,136000.0,1,170000.0,1,0
24945.0,136000.0,1,170000.0,1,0
24946.5,96000.0,1,120000.0,1,0
24948.0,24000.0,1,30000.0,1,1
24949.5,176000.0,1,220000.0,1,0
24951.0,40000.0,1,50000.0,1,1
24952.5,24000.0,1,30000.0,1,1
24954.0,200000.0,1,250000.0,1,0
24955.5,16000.0,1,20000.0,1,1
24957.0,8000.0,1,10000.0,1,1
24958.5,40000.0,1,50000.0,1,0
24960.0,24000.0,1,30000.0,1,1
24961.5,16000.0,1,20000.0,1,1
24963.0,160000.0,1,200000.0,1,0
24964.5,40000.0,1,50000.0,1,0
24966.0,96000.0,1,120000.0,1,0
24967.5,168000.0,1,210000.0,1,1
24969.0,144000.0,1,180000.0,1,0
24970.5,40000.0,1,50000.0,1,0
24972.0,56000.0,1,70000.0,1,0
24973.5,160000.0,1,200000.0,1,0
24975.0,40000.0,1,50000.0,1,1
24976.5,184000.0,1,230000.0,1,0
24978.0,24000.0,1,30000.0,1,1
24979.5,24000.0,1,30000.0,1,0
24981.0,120000.0,1,150000.0,1,0
24982.5,8000.0,1,10000.0,1,1
24984.0,120000.0,1,150000.0,1,0
24985.5,288000.0,1,360000.0,1,0
24987.0,272000.0,1,340000.0,1,0
24988.5,40000.0,1,50000.0,1,0
24990.0,24000.0,1,30000.0,1,0
24991.5,288000.0,1,360000.0,1,0
24993.0,120000.0,1,150000.0,1,0
24994.5,128000.0,1,160000.0,1,1
24996.0,24000.0,1,30000.0,1,0
24997.5,384000.0,1,480000.0,1,0
24999.0,160000.0,1,200000.0,1,0
25000.5,40000.0,1,50000.0,1,1
25002.0,16000.0,1,20000.0,1,1
25003.5,48000.0,1,60000.0,1,0
25005.0,160000.0,1,200000.0,1,0
25006.5,16000.0,1,20000.0,1,0
25008.0,352000.0,1,440000.0,1,0
25009.5,80000.0,1,100000.0,1,0
25011.0,80000.0,1,100000.0,1,0
25012.5,80000.0,1,100000.0,1,0
25014.0,184000.0,1,230000.0,1,0
25015.5,40000.0,1,50000.0,1,0
25017.0,40000.0,1,50000.0,1,0
25018.5,24000.0,1,30000.0,1,0
25020.0,112000.0,1,140000.0,1,1
25021.5,48000.0,1,60000.0,1,0
25023.0,40000.0,1,50000.0,1,0
25024.5,280000.0,1,350000.0,1,0
25026.0,16000.0,1,20000.0,1,1
25027.5,16000.0,1,20000.0,1,0
25029.0,40000.0,1,50000.0,1,0
25030.5,16000.0,1,20000.0,1,1
25032.0,88000.0,1,110000.0,1,0
25033.5,160000.0,1,200000.0,1,1
25035.0,208000.0,1,260000.0,1,1
25036.5,120000.0,1,150000.0,1,1
25038.0,40000.0,1,50000.0,1,0
25039.5,120000.0,1,150000.0,1,0
25041.0,200000.0,1,250000.0,1,1
25042.5,40000.0,1,50000.0,1,0
25044.0,40000.0,1,50000.0,1,0
25045.5,40000.0,1,50000.0,1,0
25047.0,64000.0,1,80000.0,1,0
25048.5,16000.0,1,20000.0,1,0
25050.0,176000.0,1,220000.0,1,1
25051.5,96000.0,1,120000.0,1,1
25053.0,160000.0,1,200000.0,1,0
25054.5,24000.0,1,30000.0,1,0
25056.0,40000.0,1,50000.0,1,0
25057.5,40000.0,1,50000.0,1,0
25059.0,184000.0,1,230000.0,1,0
25060.5,224000.0,1,280000.0,1,0
25062.0,56000.0,1,70000.0,1,0
25063.5,96000.0,1,120000.0,1,0
25065.0,136000.0,1,170000.0,1,0
25066.5,24000.0,1,30000.0,1,0
25068.0,16000.0,1,20000.0,1,1
25069.5,16000.0,1,20000.0,1,0
25071.0,176000.0,1,220000.0,1,1
25072.5,40000.0,1,50000.0,1,0
25074.0,240000.0,1,300000.0,1,0
25075.5,344000.0,1,430000.0,1,0
25077.0,24000.0,1,30000.0,1,1
25078.5,16000.0,1,20000.0,1,0
25080.0,168000.0,1,210000.0,1,0
25081.5,64000.0,1,80000.0,1,1
25083.0,24000.0,1,30000.0,1,0
25084.5,176000.0,1,220000.0,1,1
25086.0,64000.0,1,80000.0,1,0
25087.5,384000.0,1,480000.0,1,0
25089.0,120000.0,1,150000.0,1,0
25090.5,48000.0,1,60000.0,1,0
25092.0,64000.0,1,80000.0,1,1
25093.5,40000.0,1,50000.0,1,0
25095.0,40000.0,1,50000.0,1,1
25096.5,144000.0,1,180000.0,1,0
25098.0,80000.0,1,100000.0,1,1
25099.5,192000.0,1,240000.0,1,0
25101.0,40000.0,1,50000.0,1,1
25102.5,16000.0,1,20000.0,1,0
25104.0,40000.0,1,50000.0,1,0
25105.5,160000.0,1,200000.0,1,0
25107.0,144000.0,1,180000.0,1,0
25108.5,256000.0,1,320000.0,1,1
25110.0,160000.0,1,200000.0,1,0
25111.5,16000.0,1,20000.0,1,1
25113.0,160000.0,1,200000.0,1,0
25114.5,16000.0,1,20000.0,1,0
25116.0,40000.0,1,50000.0,1,0
25117.5,40000.0,1,50000.0,1,1
25119.0,64000.0,1,80000.0,1,0
25120.5,144000.0,1,180000.0,1,0
25122.0,64000.0,1,80000.0,1,0
25123.5,120000.0,1,150000.0,1,0
25125.0,16000.0,1,20000.0,1,0
25126.5,240000.0,1,300000.0,1,0
25128.0,24000.0,1,30000.0,1,0
25129.5,112000.0,1,140000.0,1,0
25131.0,64000.0,1,80000.0,1,1
25132.5,16000.0,1,20000.0,1,0
25134.0,56000.0,1,70000.0,1,1
25135.5,256000.0,1,320000.0,1,0
25137.0,64000.0,1,80000.0,1,0
25138.5,40000.0,1,50000.0,1,0
25140.0,64000.0,1,80000.0,1,0
25141.5,88000.0,1,110000.0,1,0
25143.0,40000.0,1,50000.0,1,0
25144.5,40000.0,1,50000.0,1,1
25146.0,16000.0,1,20000.0,1,0
25147.5,96000.0,1,120000.0,1,0
25149.0,24000.0,1,30000.0,1,0
25150.5,40000.0,1,50000.0,1,0
25152.0,80000.0,1,100000.0,1,1
25153.5,40000.0,1,50000.0,1,0
25155.0,24000.0,1,30000.0,1,0
25156.5,32000.0,1,40000.0,1,1
25158.0,152000.0,1,190000.0,1,1
25159.5,8000.0,1,10000.0,1,1
25161.0,40000.0,1,50000.0,1,0
25162.5,16000.0,1,20000.0,1,0
25164.0,96000.0,1,120000.0,1,0
25165.5,40000.0,1,50000.0,1,0
25167.0,248000.0,1,310000.0,1,0
25168.5,192000.0,1,240000.0,1,0
25170.0,40000.0,1,50000.0,1,1
25171.5,168000.0,1,210000.0,1,1
25173.0,48000.0,1,60000.0,1,0
25174.5,16000.0,1,20000.0,1,1
25176.0,40000.0,1,50000.0,1,1
25177.5,24000.0,1,30000.0,1,1
25179.0,48000.0,1,60000.0,1,1
25180.5,72000.0,1,90000.0,1,0
25182.0,24000.0,1,30000.0,1,1
25183.5,24000.0,1,30000.0,1,1
25185.0,176000.0,1,220000.0,1,1
25186.5,200000.0,1,250000.0,1,0
25188.0,360000.0,1,450000.0,1,0
25189.5,24000.0,1,30000.0,1,0
25191.0,176000.0,1,220000.0,1,0
25192.5,240000.0,1,300000.0,1,0
25194.0,400000.0,1,500000.0,1,0
25195.5,16000.0,1,20000.0,1,0
25197.0,88000.0,1,110000.0,1,0
25198.5,8000.0,1,10000.0,1,0
25200.0,16000.0,1,20000.0,1,1
25201.5,184000.0,1,230000.0,1,0
25203.0,16000.0,1,20000.0,1,1
25204.5,40000.0,1,50000.0,1,0
25206.0,160000.0,1,200000.0,1,0
25207.5,64000.0,1,80000.0,1,0
25209.0,40000.0,1,50000.0,1,0
25210.5,40000.0,1,50000.0,1,1
25212.0,88000.0,1,110000.0,1,1
25213.5,88000.0,1,110000.0,1,0
25215.0,176000.0,1,220000.0,1,0
25216.5,112000.0,1,140000.0,1,0
25218.0,40000.0,1,50000.0,1,0
25219.5,80000.0,1,100000.0,1,1
25221.0,16000.0,1,20000.0,1,1
25222.5,40000.0,1,50000.0,1,1
25224.0,32000.0,1,40000.0,1,0
25225.5,144000.0,1,180000.0,1,0
25227.0,64000.0,1,80000.0,1,0
25228.5,24000.0,1,30000.0,1,0
25230.0,184000.0,1,230000.0,1,0
25231.5,16000.0,1,20000.0,1,0
25233.0,280000.0,1,350000.0,1,0
25234.5,16000.0,1,20000.0,1,0
25236.0,104000.0,1,130000.0,1,0
25237.5,40000.0,1,50000.0,1,1
25239.0,80000.0,1,100000.0,1,1
25240.5,16000.0,1,20000.0,1,1
25242.0,120000.0,1,150000.0,1,0
25243.5,184000.0,1,230000.0,1,0
25245.0,376000.0,1,470000.0,1,1
25246.5,40000.0,1,50000.0,1,0
25248.0,96000.0,1,120000.0,1,1
25249.5,16000.0,1,20000.0,1,1
25251.0,8000.0,1,10000.0,1,0
25252.5,40000.0,1,50000.0,1,1
25254.0,288000.0,1,360000.0,1,0
25255.5,80000.0,1,100000.0,1,0
25257.0,136000.0,1,170000.0,1,0
25258.5,24000.0,1,30000.0,1,1
25260.0,184000.0,1,230000.0,1,1
25261.5,120000.0,1,150000.0,1,0
25263.0,208000.0,1,260000.0,1,0
25264.5,64000.0,1,80000.0,1,0
25266.0,16000.0,1,20000.0,1,0
25267.5,192000.0,1,240000.0,1,1
25269.0,40000.0,1,50000.0,1,1
25270.5,40000.0,1,50000.0,1,0
25272.0,80000.0,1,100000.0,1,1
25273.5,16000.0,1,20000.0,1,0
25275.0,120000.0,1,150000.0,1,1
25276.5,184000.0,1,230000.0,1,0
25278.0,16000.0,1,20000.0,1,0
25279.5,312000.0,1,390000.0,1,0
25281.0,64000.0,1,80000.0,1,1
25282.5,216000.0,1,270000.0,1,0
25284.0,16000.0,1,20000.0,1,0
25285.5,120000.0,1,150000.0,1,0
25287.0,40000.0,1,50000.0,1,0
25288.5,128000.0,1,160000.0,1,1
25290.0,288000.0,1,360000.0,1,0
25291.5,120000.0,1,150000.0,1,0
25293.0,400000.0,1,500000.0,1,0
25294.5,176000.0,1,220000.0,1,1
25296.0,224000.0,1,280000.0,1,1
25297.5,24000.0,1,30000.0,1,0
25299.0,400000.0,1,500000.0,1,0
25300.5,288000.0,1,360000.0,1,0
25302.0,320000.0,1,400000.0,1,0
25303.5,280000.0,1,350000.0,1,0
25305.0,16000.0,1,20000.0,1,1
25306.5,88000.0,1,110000.0,1,0
25308.0,24000.0,1,30000.0,1,1
25309.5,16000.0,1,20000.0,1,1
25311.0,144000.0,1,180000.0,1,0
25312.5,112000.0,1,140000.0,1,0
25314.0,240000.0,1,300000.0,1,0
25315.5,192000.0,1,240000.0,1,0
25317.0,128000.0,1,160000.0,1,1
25318.5,400000.0,1,500000.0,1,0
25320.0,40000.0,1,50000.0,1,0
25321.5,40000.0,1,50000.0,1,0
25323.0,80000.0,1,100000.0,1,0
25324.5,120000.0,1,150000.0,1,0
25326.0,232000.0,1,290000.0,1,0
25327.5,16000.0,1,20000.0,1,1
25329.0,40000.0,1,50000.0,1,0
25330.5,64000.0,1,80000.0,1,0
25332.0,112000.0,1,140000.0,1,0
25333.5,208000.0,1,260000.0,1,0
25335.0,120000.0,1,150000.0,1,1
25336.5,240000.0,1,300000.0,1,0
25338.0,96000.0,1,120000.0,1,0
25339.5,72000.0,1,90000.0,1,0
25341.0,160000.0,1,200000.0,1,0
25342.5,112000.0,1,140000.0,1,1
25344.0,40000.0,1,50000.0,1,1
25345.5,160000.0,1,200000.0,1,0
25347.0,224000.0,1,280000.0,1,0
25348.5,344000.0,1,430000.0,1,0
25350.0,152000.0,1,190000.0,1,0
25351.5,40000.0,1,50000.0,1,0
25353.0,88000.0,1,110000.0,1,0
25354.5,16000.0,1,20000.0,1,0
25356.0,80000.0,1,100000.0,1,0
25357.5,296000.0,1,370000.0,1,0
25359.0,256000.0,1,320000.0,1,0
25360.5,64000.0,1,80000.0,1,0
25362.0,80000.0,1,100000.0,1,1
25363.5,144000.0,1,180000.0,1,1
25365.0,72000.0,1,90000.0,1,0
25366.5,136000.0,1,170000.0,1,0
25368.0,64000.0,1,80000.0,1,0
25369.5,16000.0,1,20000.0,1,0
25371.0,40000.0,1,50000.0,1,0
25372.5,16000.0,1,20000.0,1,1
25374.0,312000.0,1,390000.0,1,0
25375.5,64000.0,1,80000.0,1,0
25377.0,280000.0,1,350000.0,1,0
25378.5,256000.0,1,320000.0,1,0
25380.0,40000.0,1,50000.0,1,0
25381.5,208000.0,1,260000.0,1,0
25383.0,160000.0,1,200000.0,1,0
25384.5,24000.0,1,30000.0,1,1
25386.0,16000.0,1,20000.0,1,0
25387.5,256000.0,1,320000.0,1,0
25389.0,24000.0,1,30000.0,1,1
25390.5,72000.0,1,90000.0,1,0
25392.0,144000.0,1,180000.0,1,0
25393.5,40000.0,1,50000.0,1,0
25395.0,48000.0,1,60000.0,1,0
25396.5,40000.0,1,50000.0,1,0
25398.0,40000.0,1,50000.0,1,0
25399.5,16000.0,1,20000.0,1,1
25401.0,64000.0,1,80000.0,1,0
25402.5,280000.0,1,350000.0,1,0
25404.0,160000.0,1,200000.0,1,0
25405.5,288000.0,1,360000.0,1,0
25407.0,16000.0,1,20000.0,1,1
25408.5,72000.0,1,90000.0,1,0
25410.0,296000.0,1,370000.0,1,0
25411.5,144000.0,1,180000.0,1,1
25413.0,16000.0,1,20000.0,1,1
25414.5,24000.0,1,30000.0,1,1
25416.0,48000.0,1,60000.0,1,0
25417.5,264000.0,1,330000.0,1,0
25419.0,184000.0,1,230000.0,1,0
25420.5,40000.0,1,50000.0,1,0
25422.0,24000.0,1,30000.0,1,0
25423.5,64000.0,1,80000.0,1,0
25425.0,40000.0,1,50000.0,1,1
25426.5,8000.0,1,10000.0,1,0
25428.0,136000.0,1,170000.0,1,0
25429.5,40000.0,1,50000.0,1,1
25431.0,16000.0,1,20000.0,1,0
25432.5,16000.0,1,20000.0,1,0
25434.0,152000.0,1,190000.0,1,0
25435.5,216000.0,1,270000.0,1,0
25437.0,384000.0,1,480000.0,1,0
25438.5,304000.0,1,380000.0,1,0
25440.0,16000.0,1,20000.0,1,1
25441.5,40000.0,1,50000.0,1,1
25443.0,224000.0,1,280000.0,1,1
25444.5,192000.0,1,240000.0,1,0
25446.0,88000.0,1,110000.0,1,1
25447.5,160000.0,1,200000.0,1,0
25449.0,112000.0,1,140000.0,1,0
25450.5,208000.0,1,260000.0,1,0
25452.0,104000.0,1,130000.0,1,0
25453.5,40000.0,1,50000.0,1,0
25455.0,240000.0,1,300000.0,1,1
25456.5,24000.0,1,30000.0,1,1
25458.0,40000.0,1,50000.0,1,0
25459.5,360000.0,1,450000.0,1,1
25461.0,136000.0,2,170000.0,2,0
25462.5,48000.0,2,60000.0,2,1
25464.0,24000.0,2,30000.0,2,0
25465.5,160000.0,2,200000.0,2,0
25467.0,24000.0,2,30000.0,2,0
25468.5,80000.0,2,100000.0,2,1
25470.0,24000.0,2,30000.0,2,0
25471.5,120000.0,2,150000.0,2,0
25473.0,168000.0,2,210000.0,2,0
25474.5,240000.0,2,300000.0,2,0
25476.0,40000.0,2,50000.0,2,0
25477.5,288000.0,2,360000.0,2,0
25479.0,192000.0,2,240000.0,2,0
25480.5,208000.0,2,260000.0,2,1
25482.0,112000.0,2,140000.0,2,1
25483.5,8000.0,2,10000.0,2,0
25485.0,40000.0,2,50000.0,2,0
25486.5,40000.0,2,50000.0,2,0
25488.0,40000.0,2,50000.0,2,1
25489.5,112000.0,2,140000.0,2,1
25491.0,16000.0,2,20000.0,2,0
25492.5,40000.0,2,50000.0,2,1
25494.0,24000.0,2,30000.0,2,0
25495.5,40000.0,2,50000.0,2,0
25497.0,104000.0,2,130000.0,2,0
25498.5,64000.0,2,80000.0,2,0
25500.0,24000.0,2,30000.0,2,0
25501.5,40000.0,2,50000.0,2,0
25503.0,16000.0,2,20000.0,2,1
25504.5,72000.0,2,90000.0,2,0
25506.0,24000.0,2,30000.0,2,0
25507.5,40000.0,2,50000.0,2,0
25509.0,120000.0,2,150000.0,2,0
25510.5,16000.0,2,20000.0,2,1
25512.0,24000.0,2,30000.0,2,1
25513.5,40000.0,2,50000.0,2,0
25515.0,320000.0,2,400000.0,2,0
25516.5,16000.0,2,20000.0,2,0
25518.0,56000.0,2,70000.0,2,0
25519.5,16000.0,2,20000.0,2,0
25521.0,24000.0,2,30000.0,2,0
25522.5,24000.0,2,30000.0,2,0
25524.0,64000.0,2,80000.0,2,1
25525.5,64000.0,2,80000.0,2,0
25527.0,32000.0,2,40000.0,2,1
25528.5,56000.0,2,70000.0,2,0
25530.0,8000.0,2,10000.0,2,1
25531.5,48000.0,2,60000.0,2,1
25533.0,40000.0,2,50000.0,2,0
25534.5,64000.0,2,80000.0,2,0
25536.0,56000.0,2,70000.0,2,1
25537.5,24000.0,2,30000.0,2,0
25539.0,24000.0,2,30000.0,2,1
25540.5,16000.0,2,20000.0,2,1
25542.0,40000.0,2,50000.0,2,1
25543.5,24000.0,2,30000.0,2,0
25545.0,40000.0,2,50000.0,2,0
25546.5,40000.0,2,50000.0,2,0
25548.0,40000.0,2,50000.0,2,1
25549.5,40000.0,2,50000.0,2,0
25551.0,8000.0,2,10000.0,2,1
25552.5,8000.0,2,10000.0,2,1
25554.0,88000.0,2,110000.0,2,0
25555.5,112000.0,2,140000.0,2,0
25557.0,16000.0,2,20000.0,2,0
25558.5,24000.0,2,30000.0,2,0
25560.0,80000.0,2,100000.0,2,1
25561.5,16000.0,2,20000.0,2,0
25563.0,152000.0,2,190000.0,2,0
25564.5,240000.0,2,300000.0,2,0
25566.0,40000.0,2,50000.0,2,1
25567.5,24000.0,2,30000.0,2,0
25569.0,16000.0,2,20000.0,2,1
25570.5,48000.0,2,60000.0,2,1
25572.0,56000.0,2,70000.0,2,0
25573.5,48000.0,2,60000.0,2,1
25575.0,48000.0,2,60000.0,2,1
25576.5,24000.0,2,30000.0,2,1
25578.0,80000.0,2,100000.0,2,1
25579.5,56000.0,2,70000.0,2,1
25581.0,16000.0,2,20000.0,2,1
25582.5,40000.0,2,50000.0,2,0
25584.0,40000.0,2,50000.0,2,0
25585.5,24000.0,2,30000.0,2,0
25587.0,24000.0,2,30000.0,2,1
25588.5,24000.0,2,30000.0,2,1
25590.0,48000.0,2,60000.0,2,1
25591.5,16000.0,2,20000.0,2,1
25593.0,40000.0,2,50000.0,2,0
25594.5,24000.0,2,30000.0,2,0
25596.0,24000.0,2,30000.0,2,1
25597.5,56000.0,2,70000.0,2,0
25599.0,80000.0,2,100000.0,2,0
25600.5,80000.0,2,100000.0,2,0
25602.0,200000.0,2,250000.0,2,0
25603.5,104000.0,2,130000.0,2,0
25605.0,40000.0,2,50000.0,2,1
25606.5,200000.0,2,250000.0,2,0
25608.0,40000.0,2,50000.0,2,1
25609.5,40000.0,2,50000.0,2,0
25611.0,184000.0,2,230000.0,2,0
25612.5,160000.0,2,200000.0,2,0
25614.0,40000.0,2,50000.0,2,0
25615.5,80000.0,2,100000.0,2,1
25617.0,112000.0,2,140000.0,2,0
25618.5,16000.0,2,20000.0,2,0
25620.0,80000.0,2,100000.0,2,0
25621.5,192000.0,2,240000.0,2,0
25623.0,16000.0,2,20000.0,2,0
25624.5,40000.0,2,50000.0,2,0
25626.0,40000.0,2,50000.0,2,0
25627.5,48000.0,2,60000.0,2,0
25629.0,8000.0,2,10000.0,2,1
25630.5,24000.0,2,30000.0,2,0
